date,time,weather_description,humidity,pressure,temperature,wind_direction,wind_speed
12/8/2013,7:00:00,scattered clouds,74,1005,258.47,35,1
12/8/2013,8:00:00,light snow,74,1005,258.05,35,1
12/8/2013,9:00:00,scattered clouds,74,1004,259.84,35,1
12/8/2013,10:00:00,scattered clouds,74,1004,259.4,35,1
12/8/2013,11:00:00,mist,74,1004,259.24,35,1
12/8/2013,12:00:00,scattered clouds,74,1004,260.21,35,1
12/8/2013,1:00:00,scattered clouds,74,1004,259.78,35,1
12/8/2013,2:00:00,mist,74,1004,259.75,35,1
12/8/2013,3:00:00,mist,74,1005,259.47,35,1
12/8/2013,4:00:00,mist,74,1006,260.26,35,1
12/8/2013,5:00:00,haze,74,1006,261.37,35,1
12/8/2013,6:00:00,haze,74,1007,264.03,35,1
12/8/2013,7:00:00,scattered clouds,74,1006,265.19,35,1
12/8/2013,8:00:00,scattered clouds,74,1007,265.24,35,1
12/8/2013,9:00:00,scattered clouds,74,1007,265.46,35,1
12/8/2013,10:00:00,scattered clouds,74,1007,264.9,35,1
12/8/2013,11:00:00,scattered clouds,74,1008,263.48,35,1
12/9/2013,12:00:00,scattered clouds,74,1009,262.265,35,1
12/9/2013,1:00:00,scattered clouds,74,1010,261.05,35,1
12/9/2013,2:00:00,scattered clouds,74,1012,259.35,35,1
12/9/2013,3:00:00,scattered clouds,74,1013,258.78,35,1
12/9/2013,4:00:00,scattered clouds,74,1013,258.15,35,1
12/9/2013,5:00:00,scattered clouds,74,1013,258.3,35,1
12/9/2013,6:00:00,scattered clouds,74,1013,258.82,35,1
12/9/2013,7:00:00,scattered clouds,74,1014,258.66,35,1
12/9/2013,8:00:00,mist,74,1015,257,315,1
12/9/2013,9:00:00,scattered clouds,74,1014,258.82,35,1
12/9/2013,10:00:00,mist,74,1015,259,35,1
12/9/2013,11:00:00,scattered clouds,74,1015,258.82,35,1
12/9/2013,12:00:00,mist,74,1015,258.15,35,1
12/9/2013,1:00:00,scattered clouds,74,1015,256.88,35,1
12/9/2013,2:00:00,mist,74,1016,257.2,35,1
12/9/2013,3:00:00,mist,74,1016,256.46,35,1
12/9/2013,4:00:00,few clouds,58,1033,253.168,146,1
12/9/2013,5:00:00,scattered clouds,74,1016,261.59,35,1
12/9/2013,6:00:00,scattered clouds,74,1015,263.57,169,1
12/9/2013,7:00:00,scattered clouds,74,1014,265.67,157,0
12/9/2013,8:00:00,scattered clouds,74,1013,266.43,35,1
12/9/2013,9:00:00,scattered clouds,74,1013,267.19,35,1
12/9/2013,10:00:00,scattered clouds,74,1014,267.87,264,1
12/9/2013,11:00:00,scattered clouds,74,1015,264.8,292,0
12/10/2013,12:00:00,scattered clouds,74,1016,264.455,163,1
12/10/2013,1:00:00,scattered clouds,74,1017,264.11,35,1
12/10/2013,2:00:00,scattered clouds,74,1018,264.46,35,1
12/10/2013,3:00:00,scattered clouds,74,1018,263.47,35,1
12/10/2013,4:00:00,scattered clouds,74,1018,263.29,35,1
12/10/2013,5:00:00,scattered clouds,74,1018,263.23,35,1
12/10/2013,6:00:00,scattered clouds,74,1018,265.02,35,1
12/10/2013,7:00:00,scattered clouds,74,1018,265.52,35,1
12/10/2013,8:00:00,scattered clouds,74,1017,265.9,35,1
12/10/2013,9:00:00,scattered clouds,74,1017,264.42,35,1
12/10/2013,10:00:00,scattered clouds,74,1017,263.48,164,0
12/10/2013,11:00:00,scattered clouds,74,1017,263.9,35,1
12/10/2013,12:00:00,scattered clouds,74,1016,265.94,35,1
12/10/2013,1:00:00,scattered clouds,74,1017,266.28,35,1
12/10/2013,2:00:00,scattered clouds,74,1016,266.52,35,1
12/10/2013,3:00:00,scattered clouds,74,1015,268.5,155,1
12/10/2013,4:00:00,scattered clouds,74,1014,271.71,258,0
12/10/2013,5:00:00,scattered clouds,74,1013,274.71,36,1
12/10/2013,6:00:00,moderate rain,74,1012,276.15,35,1
12/10/2013,7:00:00,light rain,74,1011,278.08,108,1
12/10/2013,8:00:00,light rain,74,1011,278.5,35,1
12/10/2013,9:00:00,light rain,74,1011,279.06,37,1
12/10/2013,10:00:00,light rain,74,1012,278.5,271,1
12/10/2013,11:00:00,scattered clouds,74,1013,278.13,264,3
12/11/2013,12:00:00,scattered clouds,74,1013,274.31,275,3
12/11/2013,1:00:00,scattered clouds,74,1015,273.91,263,2
12/11/2013,2:00:00,scattered clouds,74,1017,273.21,35,1
12/11/2013,3:00:00,scattered clouds,74,1018,272.24,269,1
12/11/2013,4:00:00,scattered clouds,74,1019,270.73,35,1
12/11/2013,5:00:00,scattered clouds,74,1020,270.18,35,1
12/11/2013,6:00:00,scattered clouds,74,1021,269.72,35,1
12/11/2013,7:00:00,scattered clouds,74,1022,267.4,270,1
12/11/2013,8:00:00,scattered clouds,74,1023,267.33,35,1
12/11/2013,9:00:00,scattered clouds,74,1024,266.03,35,1
12/11/2013,10:00:00,scattered clouds,74,1024,265.7,35,1
12/11/2013,11:00:00,scattered clouds,74,1024,265.07,35,1
12/11/2013,12:00:00,scattered clouds,74,1024,264.64,35,1
12/11/2013,1:00:00,scattered clouds,74,1024,263.97,35,1
12/11/2013,2:00:00,scattered clouds,74,1025,263.28,35,1
12/11/2013,3:00:00,scattered clouds,74,1027,263.38,205,0
12/11/2013,4:00:00,scattered clouds,64,,265.56,125,0
12/11/2013,5:00:00,scattered clouds,74,1025,268.61,35,1
12/11/2013,6:00:00,scattered clouds,37,1021,271.05,262,0
12/11/2013,7:00:00,scattered clouds,36,1019,273.16,35,1
12/11/2013,8:00:00,light rain,42,,274.73,340,2
12/11/2013,9:00:00,light rain,74,1023,274.4,7,1
12/11/2013,10:00:00,scattered clouds,74,1023,273.95,35,1
12/11/2013,11:00:00,scattered clouds,74,1023,272.44,35,1
12/12/2013,12:00:00,scattered clouds,61,1021,270.02,35,1
12/12/2013,1:00:00,few clouds,76,1039,266.5385,136,1
12/12/2013,2:00:00,scattered clouds,77,1032,268.32,35,1
12/12/2013,3:00:00,scattered clouds,74,1024,267.86,35,1
12/12/2013,4:00:00,scattered clouds,74,1024,267.95,35,1
12/12/2013,5:00:00,scattered clouds,59,1022,268.74,268,0
12/12/2013,6:00:00,scattered clouds,72,1022,268.07,35,1
12/12/2013,7:00:00,scattered clouds,88,840,267.03,35,1
12/12/2013,8:00:00,scattered clouds,74,1024,267.88,35,1
12/12/2013,9:00:00,scattered clouds,74,1022,268.16,35,1
12/12/2013,10:00:00,scattered clouds,54,1020,268.12,35,1
12/12/2013,11:00:00,scattered clouds,56,1020,268.53,35,1
12/12/2013,12:00:00,scattered clouds,84,1032,268.11,35,1
12/12/2013,1:00:00,scattered clouds,65,1020,266.68,35,1
12/12/2013,2:00:00,scattered clouds,74,1023,267.47,35,1
12/12/2013,3:00:00,scattered clouds,74,931,274.5065,35,1
12/12/2013,4:00:00,scattered clouds,74,839,281.543,35,1
12/12/2013,5:00:00,scattered clouds,74,839,281.543,35,1
12/12/2013,6:00:00,scattered clouds,74,839,281.543,35,1
12/12/2013,7:00:00,scattered clouds,74,839,281.543,35,1
12/12/2013,8:00:00,scattered clouds,74,839,281.543,35,1
12/12/2013,9:00:00,scattered clouds,74,839,281.543,35,1
12/12/2013,10:00:00,scattered clouds,74,839,281.543,35,1
12/12/2013,11:00:00,few clouds,55,1018,277.15,40,3
12/13/2013,12:00:00,scattered clouds,64,928,279.3465,37,2
12/13/2013,1:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,2:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,3:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,4:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,5:00:00,sky is clear,50,1015,274.15,35,1
12/13/2013,6:00:00,few clouds,62,927,277.8465,35,1
12/13/2013,7:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,8:00:00,sky is clear,43,1012,274.15,35,1
12/13/2013,9:00:00,few clouds,58,925,277.8465,35,1
12/13/2013,10:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,11:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,12:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,1:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,2:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,3:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,4:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,5:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,6:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,7:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,8:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,9:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,10:00:00,scattered clouds,74,839,281.543,35,1
12/13/2013,11:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,12:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,1:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,2:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,3:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,4:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,5:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,6:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,7:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,8:00:00,broken clouds,68,1021,272.15,230,2
12/14/2013,9:00:00,scattered clouds,63,1022,272.15,35,1
12/14/2013,10:00:00,sky is clear,68,1022,271.15,35,1
12/14/2013,11:00:00,sky is clear,68,1023,270.15,240,3
12/14/2013,12:00:00,few clouds,71,931,275.8465,137,2
12/14/2013,1:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,2:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,3:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,4:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,5:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,6:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,7:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,8:00:00,scattered clouds,74,839,281.543,35,1
12/14/2013,9:00:00,moderate rain,48,1053,267.85,35,1
12/14/2013,10:00:00,scattered clouds,51,1052,267.05,35,1
12/14/2013,11:00:00,scattered clouds,53,1053,266.95,35,1
12/15/2013,12:00:00,scattered clouds,55,1053,266.85,35,1
12/15/2013,1:00:00,scattered clouds,54,1052,266.95,35,1
12/15/2013,2:00:00,scattered clouds,50,1053,267.35,35,1
12/15/2013,3:00:00,scattered clouds,52,1054,267.45,35,1
12/15/2013,4:00:00,scattered clouds,49,1054,268.15,35,1
12/15/2013,5:00:00,scattered clouds,52,1055,267.95,35,1
12/15/2013,6:00:00,scattered clouds,49,1053,273.47,35,1
12/15/2013,7:00:00,scattered clouds,49,1052,273.52,35,1
12/15/2013,8:00:00,scattered clouds,49,1052,273.57,35,1
12/15/2013,9:00:00,scattered clouds,49,1053,273.89,35,1
12/15/2013,10:00:00,scattered clouds,51,1053,273.89,35,1
12/15/2013,11:00:00,scattered clouds,53,1052,273.93,35,1
12/15/2013,12:00:00,scattered clouds,56,1052,274.03,35,1
12/15/2013,1:00:00,scattered clouds,56,1052,268.95,35,1
12/15/2013,2:00:00,scattered clouds,55,1053,269.15,35,1
12/15/2013,3:00:00,scattered clouds,55,1054,269.65,35,1
12/15/2013,4:00:00,scattered clouds,52,1054,270.15,35,1
12/15/2013,5:00:00,scattered clouds,51,1055,270.65,35,1
12/15/2013,6:00:00,scattered clouds,50,1055,271.35,35,1
12/15/2013,7:00:00,scattered clouds,42,1054,274.15,35,1
12/15/2013,8:00:00,scattered clouds,40,1054,281.85,35,1
12/15/2013,9:00:00,scattered clouds,44,1054,273.75,35,1
12/15/2013,10:00:00,scattered clouds,45,1054,273.05,35,1
12/15/2013,11:00:00,scattered clouds,45,1054,272.55,35,1
12/16/2013,12:00:00,scattered clouds,45,1054,272.25,35,1
12/16/2013,1:00:00,scattered clouds,74,839,281.543,35,1
12/16/2013,2:00:00,scattered clouds,74,839,281.543,35,1
12/16/2013,3:00:00,scattered clouds,44,1053,273.05,35,1
12/16/2013,4:00:00,scattered clouds,40,1053,272.85,35,1
12/16/2013,5:00:00,scattered clouds,38,1053,273.05,35,1
12/16/2013,6:00:00,scattered clouds,34,1054,279,35,1
12/16/2013,7:00:00,scattered clouds,37,1054,279.09,35,1
12/16/2013,8:00:00,scattered clouds,38,1053,279.26,35,1
12/16/2013,9:00:00,scattered clouds,43,1053,279.28,35,1
12/16/2013,10:00:00,scattered clouds,44,1053,279.14,35,1
12/16/2013,11:00:00,scattered clouds,43,1053,279.28,35,1
12/16/2013,12:00:00,scattered clouds,44,1053,279.18,35,1
12/16/2013,1:00:00,scattered clouds,46,1054,273.65,35,1
12/16/2013,2:00:00,scattered clouds,74,1021,278.51,292,0
12/16/2013,3:00:00,scattered clouds,22,,279.6,273,6
12/16/2013,4:00:00,scattered clouds,29,1019,281.8,35,1
12/16/2013,5:00:00,scattered clouds,12,1018,286.9,191,3
12/16/2013,6:00:00,scattered clouds,12,1017,288.24,35,1
12/16/2013,7:00:00,few clouds,54,1028,286.0945,231,3
12/16/2013,8:00:00,scattered clouds,74,1019,289.63,157,3
12/16/2013,9:00:00,scattered clouds,9,1016,289.04,35,1
12/16/2013,10:00:00,scattered clouds,8,1016,288.24,35,1
12/16/2013,11:00:00,few clouds,20,1027,283.0965,165,2
12/17/2013,12:00:00,scattered clouds,13,1019,283.8,289,4
12/17/2013,1:00:00,scattered clouds,74,1022,281.37,11,1
12/17/2013,2:00:00,scattered clouds,74,1023,279.79,35,1
12/17/2013,3:00:00,scattered clouds,47,,279.375,102,2
12/17/2013,4:00:00,scattered clouds,21,,278.96,170,3
12/17/2013,5:00:00,scattered clouds,26,1020,277.06,35,1
12/17/2013,6:00:00,scattered clouds,31,1021,277.12,294,1
12/17/2013,7:00:00,scattered clouds,51,1027,275.97,35,1
12/17/2013,8:00:00,scattered clouds,74,1013,275.31,35,1
12/17/2013,9:00:00,scattered clouds,53,1028,274.56,35,1
12/17/2013,10:00:00,scattered clouds,21,1011,274.03,0,3
12/17/2013,11:00:00,scattered clouds,22,1011,273.84,0,3
12/17/2013,12:00:00,scattered clouds,51,1022,273.83,35,1
12/17/2013,1:00:00,scattered clouds,74,1024,273.06,35,1
12/17/2013,2:00:00,scattered clouds,50,1018,273.115,17,1
12/17/2013,3:00:00,scattered clouds,26,1013,273.17,0,2
12/17/2013,4:00:00,scattered clouds,45,1022,277.17,35,1
12/17/2013,5:00:00,scattered clouds,22,1023,281.8,202,0
12/17/2013,6:00:00,scattered clouds,74,1026,285.2,35,1
12/17/2013,7:00:00,light rain,13,1021,287.4,35,1
12/17/2013,8:00:00,scattered clouds,12,1020,288.48,35,1
12/17/2013,9:00:00,scattered clouds,11,1019,289.47,35,1
12/17/2013,10:00:00,scattered clouds,15,,289.8,278,1
12/17/2013,11:00:00,scattered clouds,14,1018,286.8,35,1
12/18/2013,12:00:00,scattered clouds,16,1018,285.515,35,1
12/18/2013,1:00:00,scattered clouds,18,1018,284.23,35,1
12/18/2013,2:00:00,scattered clouds,19,1018,283.2,123,1
12/18/2013,3:00:00,scattered clouds,20,1017,282.53,35,1
12/18/2013,4:00:00,scattered clouds,21,1020,282.73,35,1
12/18/2013,5:00:00,scattered clouds,74,1019,282.93,35,1
12/18/2013,6:00:00,scattered clouds,74,1017,283.48,287,0
12/18/2013,7:00:00,scattered clouds,19,1015,283.81,35,1
12/18/2013,8:00:00,scattered clouds,19,1002,284.1,0,2
12/18/2013,9:00:00,scattered clouds,20,1014,283.04,143,0
12/18/2013,10:00:00,scattered clouds,74,1017,282.79,35,1
12/18/2013,11:00:00,scattered clouds,27,1013,282.51,212,1
12/18/2013,12:00:00,scattered clouds,19,1015,281.64,35,1
12/18/2013,1:00:00,scattered clouds,27,1011,281.2,35,1
12/18/2013,2:00:00,scattered clouds,27,1010,280.6,111,0
12/18/2013,3:00:00,scattered clouds,74,1014,280.23,284,2
12/18/2013,4:00:00,scattered clouds,27,1011,281.24,35,1
12/18/2013,5:00:00,light rain,18,1010,284.49,171,2
12/18/2013,6:00:00,scattered clouds,18,,288.05,143,0
12/18/2013,7:00:00,scattered clouds,11,1008,290.06,222,1
12/18/2013,8:00:00,scattered clouds,13,,291.2,115,2
12/18/2013,9:00:00,scattered clouds,12,,291.55,131,1
12/18/2013,10:00:00,scattered clouds,9,1005,290.94,35,1
12/18/2013,11:00:00,scattered clouds,19,1009,288.9,286,4
12/19/2013,12:00:00,scattered clouds,46,1009,286.63,276,2
12/19/2013,1:00:00,scattered clouds,74,1009,284.36,266,1
12/19/2013,2:00:00,scattered clouds,27,1006,282.07,35,1
12/19/2013,3:00:00,scattered clouds,50,922,281.8065,35,1
12/19/2013,4:00:00,scattered clouds,74,839,281.543,35,1
12/19/2013,5:00:00,scattered clouds,74,839,281.543,35,1
12/19/2013,6:00:00,scattered clouds,74,839,281.543,35,1
12/19/2013,7:00:00,scattered clouds,74,839,281.543,35,1
12/19/2013,8:00:00,scattered clouds,74,839,281.543,35,1
12/19/2013,9:00:00,scattered clouds,74,1013,277.41,35,1
12/19/2013,10:00:00,scattered clouds,42,,276.97,245,1
12/19/2013,11:00:00,very heavy rain,60,1003,275.74,35,1
12/19/2013,12:00:00,scattered clouds,63,1004,275.57,35,1
12/19/2013,1:00:00,scattered clouds,45,1001,274.78,227,0
12/19/2013,2:00:00,scattered clouds,74,1002,274.62,199,1
12/19/2013,3:00:00,scattered clouds,49,1003,274.09,35,1
12/19/2013,4:00:00,scattered clouds,39,,276.27,39,0
12/19/2013,5:00:00,scattered clouds,41,,277.49,31,1
12/19/2013,6:00:00,scattered clouds,74,1002,278.64,35,1
12/19/2013,7:00:00,scattered clouds,38,998,279.85,29,1
12/19/2013,8:00:00,scattered clouds,37,997,279.93,35,1
12/19/2013,9:00:00,scattered clouds,37,997,280.21,35,1
12/19/2013,10:00:00,scattered clouds,39,998,279.58,38,1
12/19/2013,11:00:00,scattered clouds,56,1003,277.12,340,0
12/20/2013,12:00:00,scattered clouds,62,1005,275.7,174,0
12/20/2013,1:00:00,scattered clouds,68,1008,274.28,9,1
12/20/2013,2:00:00,scattered clouds,74,1009,271.72,60,1
12/20/2013,3:00:00,light snow,79,1011,269.22,30,1
12/20/2013,4:00:00,mist,88,1007,267.04,56,2
12/20/2013,5:00:00,mist,80,1008,265.64,35,1
12/20/2013,6:00:00,mist,89,,264.98,64,2
12/20/2013,7:00:00,mist,89,1013,264.67,35,1
12/20/2013,8:00:00,mist,85,1008,264.29,16,1
12/20/2013,9:00:00,mist,74,1010,264.5,35,1
12/20/2013,10:00:00,scattered clouds,89,,264.67,63,0
12/20/2013,11:00:00,mist,88,1012,264.98,35,1
12/20/2013,12:00:00,light snow,83,1005,265.36,35,1
12/20/2013,1:00:00,scattered clouds,90,1012,265.6,35,1
12/20/2013,2:00:00,mist,84,1004,265.95,35,1
12/20/2013,3:00:00,scattered clouds,86,,266.085,150,1
12/20/2013,4:00:00,scattered clouds,89,,266.22,266,1
12/20/2013,5:00:00,scattered clouds,88,1007,266.55,35,1
12/20/2013,6:00:00,scattered clouds,78,1003,267.19,35,1
12/20/2013,7:00:00,scattered clouds,86,1011,267.62,35,1
12/20/2013,8:00:00,scattered clouds,86,,268.21,292,2
12/20/2013,9:00:00,scattered clouds,74,1002,268.58,29,1
12/20/2013,10:00:00,mist,81,,268.84,116,0
12/20/2013,11:00:00,scattered clouds,75,1001,268.67,35,1
12/21/2013,12:00:00,scattered clouds,76,1001,268.245,35,1
12/21/2013,1:00:00,scattered clouds,77,1001,267.82,35,1
12/21/2013,2:00:00,haze,78,1001,267.19,35,1
12/21/2013,3:00:00,scattered clouds,74,1005,266.93,35,1
12/21/2013,4:00:00,scattered clouds,89,822,266.64,35,1
12/21/2013,5:00:00,scattered clouds,79,1000,266.55,35,1
12/21/2013,6:00:00,mist,74,1004,266.11,35,1
12/21/2013,7:00:00,scattered clouds,74,1003,265.34,35,1
12/21/2013,8:00:00,scattered clouds,72,999,264.86,299,0
12/21/2013,9:00:00,scattered clouds,81,998,264.75,35,1
12/21/2013,10:00:00,scattered clouds,71,997,264.71,35,1
12/21/2013,11:00:00,scattered clouds,79,996,264.61,35,1
12/21/2013,12:00:00,fog,89,,264.69,339,1
12/21/2013,1:00:00,fog,85,997,264.48,196,0
12/21/2013,2:00:00,fog,81,998,264.1,35,1
12/21/2013,3:00:00,fog,86,998,264.54,35,1
12/21/2013,4:00:00,fog,86,998,266.14,35,1
12/21/2013,5:00:00,fog,75,1000,267.85,17,0
12/21/2013,6:00:00,mist,79,999,268.99,84,0
12/21/2013,7:00:00,mist,74,1002,270.5,304,2
12/21/2013,8:00:00,mist,64,,271.28,41,1
12/21/2013,9:00:00,scattered clouds,59,999,271.91,30,0
12/21/2013,10:00:00,mist,63,1001,271.69,360,1
12/21/2013,11:00:00,scattered clouds,63,1002,271.18,35,1
12/22/2013,12:00:00,light rain,70,1003,270.745,31,1
12/22/2013,1:00:00,mist,77,1005,270.31,28,1
12/22/2013,2:00:00,mist,87,1007,269.7,35,1
12/22/2013,3:00:00,mist,74,1012,269.4,35,1
12/22/2013,4:00:00,mist,82,1007,269.06,35,1
12/22/2013,5:00:00,mist,74,1011,268.46,35,1
12/22/2013,6:00:00,scattered clouds,74,1010,267.69,35,1
12/22/2013,7:00:00,scattered clouds,83,1008,266.87,35,1
12/22/2013,8:00:00,light snow,87,1011,266.9,35,1
12/22/2013,9:00:00,scattered clouds,87,1021,266.23,35,1
12/22/2013,10:00:00,scattered clouds,91,1021,266.34,35,1
12/22/2013,11:00:00,scattered clouds,88,1017,266.235,35,1
12/22/2013,12:00:00,scattered clouds,86,1014,266.13,35,1
12/22/2013,1:00:00,scattered clouds,73,1012,265.32,171,0
12/22/2013,2:00:00,scattered clouds,90,1013,264.87,35,1
12/22/2013,3:00:00,moderate rain,80,1012,264.67,35,1
12/22/2013,4:00:00,light rain,76,1014,267.56,143,1
12/22/2013,5:00:00,light rain,46,1012,271.47,137,1
12/22/2013,6:00:00,light rain,60,1013,273.035,188,0
12/22/2013,7:00:00,light rain,74,1014,274.6,240,0
12/22/2013,8:00:00,light rain,74,1016,276.34,49,1
12/22/2013,9:00:00,light rain,23,1010,277.09,278,0
12/22/2013,10:00:00,scattered clouds,24,1010,277.35,35,1
12/22/2013,11:00:00,scattered clouds,33,1020,275.54,273,2
12/23/2013,12:00:00,scattered clouds,30,1016,274.505,267,1
12/23/2013,1:00:00,scattered clouds,28,1012,273.47,261,0
12/23/2013,2:00:00,scattered clouds,43,1015,272.84,315,5
12/23/2013,3:00:00,scattered clouds,28,1013,273.42,290,2
12/23/2013,4:00:00,scattered clouds,42,,272.61,313,4
12/23/2013,5:00:00,scattered clouds,78,1016,269.89,0,9
12/23/2013,6:00:00,scattered clouds,77,1019,268.53,35,1
12/23/2013,7:00:00,mist,82,1019,267.5,36,0
12/23/2013,8:00:00,mist,82,1019,267.04,35,1
12/23/2013,9:00:00,mist,74,1023,266.62,35,1
12/23/2013,10:00:00,mist,82,1019,266.22,35,1
12/23/2013,11:00:00,scattered clouds,80,1031,265.76,35,1
12/23/2013,12:00:00,scattered clouds,88,,265.35,35,0
12/23/2013,1:00:00,light rain,79,1020,265.25,35,1
12/23/2013,2:00:00,scattered clouds,85,1020,265.22,35,1
12/23/2013,3:00:00,light rain,89,1020,264.97,35,1
12/23/2013,4:00:00,light rain,76,1021,266.81,190,1
12/23/2013,5:00:00,scattered clouds,74,1022,268.89,171,4
12/23/2013,6:00:00,light rain,74,1025,271.41,163,0
12/23/2013,7:00:00,light rain,52,1019,274.5,190,0
12/23/2013,8:00:00,light rain,42,1015,277.17,128,0
12/23/2013,9:00:00,light rain,26,1017,279.2,172,0
12/23/2013,10:00:00,light rain,38,,280.25,127,1
12/23/2013,11:00:00,scattered clouds,52,1025,277.98,35,1
12/24/2013,12:00:00,scattered clouds,49,1022,276.045,35,1
12/24/2013,1:00:00,scattered clouds,46,1020,274.11,35,1
12/24/2013,2:00:00,scattered clouds,43,1016,273.7,213,1
12/24/2013,3:00:00,light rain,74,1021,273.31,157,1
12/24/2013,4:00:00,scattered clouds,74,1013,273.81,35,1
12/24/2013,5:00:00,scattered clouds,62,1024,274.62,35,1
12/24/2013,6:00:00,scattered clouds,74,1020,276.27,213,1
12/24/2013,7:00:00,scattered clouds,39,1015,277.86,144,1
12/24/2013,8:00:00,light rain,40,1014,278.42,263,1
12/24/2013,9:00:00,scattered clouds,32,1014,278.34,251,2
12/24/2013,10:00:00,scattered clouds,47,1020,278.66,35,1
12/24/2013,11:00:00,scattered clouds,34,1013,278.62,132,2
12/24/2013,12:00:00,scattered clouds,41,1013,277.92,80,2
12/24/2013,1:00:00,scattered clouds,51,1014,278.24,35,1
12/24/2013,2:00:00,scattered clouds,33,,278.44,270,5
12/24/2013,3:00:00,scattered clouds,35,,278.65,255,4
12/24/2013,4:00:00,scattered clouds,74,1017,281.09,296,5
12/24/2013,5:00:00,scattered clouds,30,1014,283.86,35,1
12/24/2013,6:00:00,scattered clouds,74,1015,284.34,286,6
12/24/2013,7:00:00,scattered clouds,28,832,284.03,282,5
12/24/2013,8:00:00,scattered clouds,74,1018,281.56,273,5
12/24/2013,9:00:00,scattered clouds,74,1019,279.82,296,3
12/24/2013,10:00:00,scattered clouds,63,1020,277.25,35,1
12/24/2013,11:00:00,scattered clouds,46,1020,274.9,22,3
12/25/2013,12:00:00,scattered clouds,60,1022,274.27,28,2
12/25/2013,1:00:00,scattered clouds,74,1024,273.64,35,1
12/25/2013,2:00:00,scattered clouds,52,1025,272.11,35,1
12/25/2013,3:00:00,scattered clouds,74,1025,271.21,35,1
12/25/2013,4:00:00,scattered clouds,38,1022,270.33,35,1
12/25/2013,5:00:00,scattered clouds,74,1025,269.54,35,1
12/25/2013,6:00:00,scattered clouds,46,1021,269.1,35,1
12/25/2013,7:00:00,scattered clouds,74,1024,268.64,35,1
12/25/2013,8:00:00,scattered clouds,74,1024,268.31,35,1
12/25/2013,9:00:00,scattered clouds,48,1025,267.9,35,1
12/25/2013,10:00:00,scattered clouds,47,1022,267.55,313,0
12/25/2013,11:00:00,scattered clouds,74,1026,267.03,293,0
12/25/2013,12:00:00,scattered clouds,59,1023,266.83,35,1
12/25/2013,1:00:00,scattered clouds,67,1029,266.4,35,1
12/25/2013,2:00:00,scattered clouds,60,,265.81,223,0
12/25/2013,3:00:00,scattered clouds,51,1025,265.99,167,0
12/25/2013,4:00:00,scattered clouds,46,,269.12,181,2
12/25/2013,5:00:00,scattered clouds,27,1039,273.43,209,0
12/25/2013,6:00:00,scattered clouds,30,1032,275.95,177,1
12/25/2013,7:00:00,scattered clouds,17,1023,277.66,123,1
12/25/2013,8:00:00,scattered clouds,14,1023,278.8,186,1
12/25/2013,9:00:00,scattered clouds,16,1021,279.87,50,1
12/25/2013,10:00:00,scattered clouds,15,1021,279.9,44,0
12/25/2013,11:00:00,scattered clouds,16,1021,278.31,35,1
12/26/2013,12:00:00,scattered clouds,45,1023,276.3,110,1
12/26/2013,1:00:00,scattered clouds,74,1025,274.29,185,0
12/26/2013,2:00:00,scattered clouds,52,1022,271.39,35,1
12/26/2013,3:00:00,scattered clouds,45,1021,271.39,35,1
12/26/2013,4:00:00,scattered clouds,39,1020,271.39,35,1
12/26/2013,5:00:00,scattered clouds,74,1023,272.52,35,1
12/26/2013,6:00:00,scattered clouds,40,1020,273.86,47,0
12/26/2013,7:00:00,scattered clouds,39,1019,273.93,35,1
12/26/2013,8:00:00,scattered clouds,26,1019,274.25,178,0
12/26/2013,9:00:00,scattered clouds,26,1019,273.25,178,1
