Hourly Averages Time Range: 01/01/2018 00:00 to 08/01/2018 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Initial Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,RANDWICK WDR 1h average [°],RANDWICK TEMP 1h average [°C],RANDWICK WSP 1h average [m/s],RANDWICK SO2 1h average [pphm],RANDWICK NO 1h average [pphm],RANDWICK NO2 1h average [pphm],RANDWICK OZONE 1h average [pphm],RANDWICK HUMID 1h average [%],RANDWICK SD1 1h average [°],ROZELLE WDR 1h average [°],ROZELLE TEMP 1h average [°C],ROZELLE WSP 1h average [m/s],ROZELLE SO2 1h average [pphm],ROZELLE NO 1h average [pphm],ROZELLE NO2 1h average [pphm],ROZELLE OZONE 1h average [pphm],ROZELLE HUMID 1h average [%],ROZELLE SOLAR 1h average [W/m²],ROZELLE SD1 1h average [°],ROZELLE RAIN 1h average [mm/m²],LINDFIELD WDR 1h average [°],LINDFIELD TEMP 1h average [°C],LINDFIELD WSP 1h average [m/s],LINDFIELD SO2 1h average [pphm],LINDFIELD NO 1h average [pphm],LINDFIELD NO2 1h average [pphm],LINDFIELD OZONE 1h average [pphm],LINDFIELD HUMID 1h average [%],LINDFIELD SOLAR 1h average [W/m²],LINDFIELD SD1 1h average [°],LIVERPOOL WDR 1h average [°],LIVERPOOL TEMP 1h average [°C],LIVERPOOL WSP 1h average [m/s],LIVERPOOL SO2 1h average [pphm],LIVERPOOL NO 1h average [pphm],LIVERPOOL NO2 1h average [pphm],LIVERPOOL OZONE 1h average [pphm],LIVERPOOL HUMID 1h average [%],LIVERPOOL SOLAR 1h average [W/m²],LIVERPOOL SD1 1h average [°],BRINGELLY WDR 1h average [°],BRINGELLY TEMP 1h average [°C],BRINGELLY WSP 1h average [m/s],BRINGELLY SO2 1h average [pphm],BRINGELLY NO 1h average [pphm],BRINGELLY NO2 1h average [pphm],BRINGELLY OZONE 1h average [pphm],BRINGELLY HUMID 1h average [%],BRINGELLY SOLAR 1h average [W/m²],BRINGELLY SD1 1h average [°],CHULLORA WDR 1h average [°],CHULLORA TEMP 1h average [°C],CHULLORA WSP 1h average [m/s],CHULLORA SO2 1h average [pphm],CHULLORA NO 1h average [pphm],CHULLORA NO2 1h average [pphm],CHULLORA OZONE 1h average [pphm],CHULLORA HUMID 1h average [%],CHULLORA SOLAR 1h average [W/m²],CHULLORA SD1 1h average [°],EARLWOOD WDR 1h average [°],EARLWOOD TEMP 1h average [°C],EARLWOOD WSP 1h average [m/s],EARLWOOD NO 1h average [pphm],EARLWOOD NO2 1h average [pphm],EARLWOOD OZONE 1h average [pphm],EARLWOOD HUMID 1h average [%],EARLWOOD SD1 1h average [°],Wyong WDR 1h average [°],Wyong TEMP 1h average [°C],Wyong WSP 1h average [m/s],Wyong SO2 1h average [pphm],Wyong NO 1h average [pphm],Wyong NO2 1h average [pphm],Wyong OZONE 1h average [pphm],Wyong HUMID 1h average [%],Wyong SD1 1h average [°],Wyong RAIN 1h average [mm/m²],WALLSEND WDR 1h average [°],WALLSEND TEMP 1h average [°C],WALLSEND WSP 1h average [m/s],WALLSEND SO2 1h average [pphm],WALLSEND NO 1h average [pphm],WALLSEND NO2 1h average [pphm],WALLSEND OZONE 1h average [pphm],WALLSEND HUMID 1h average [%],WALLSEND SOLAR 1h average [W/m²],WALLSEND SD1 1h average [°],CARRINGTON WDR 1h average [°],CARRINGTON TEMP 1h average [°C],CARRINGTON WSP 1h average [m/s],CARRINGTON SO2 1h average [pphm],CARRINGTON NO 1h average [pphm],CARRINGTON NO2 1h average [pphm],CARRINGTON HUMID 1h average [%],CARRINGTON SD1 1h average [°],CARRINGTON RAIN 1h average [mm/m²],STOCKTON WDR 1h average [°],STOCKTON TEMP 1h average [°C],STOCKTON WSP 1h average [m/s],STOCKTON SO2 1h average [pphm],STOCKTON NO 1h average [pphm],STOCKTON NO2 1h average [pphm],STOCKTON HUMID 1h average [%],STOCKTON SD1 1h average [°],NEWCASTLE WDR 1h average [°],NEWCASTLE TEMP 1h average [°C],NEWCASTLE WSP 1h average [m/s],NEWCASTLE SO2 1h average [pphm],NEWCASTLE NO 1h average [pphm],NEWCASTLE NO2 1h average [pphm],NEWCASTLE OZONE 1h average [pphm],NEWCASTLE HUMID 1h average [%],NEWCASTLE SOLAR 1h average [W/m²],NEWCASTLE SD1 1h average [°],MAYFIELD WDR 1h average [°],MAYFIELD TEMP 1h average [°C],MAYFIELD WSP 1h average [m/s],MAYFIELD SO2 1h average [pphm],MAYFIELD NO 1h average [pphm],MAYFIELD NO2 1h average [pphm],MAYFIELD OZONE 1h average [pphm],MAYFIELD HUMID 1h average [%],MAYFIELD SOLAR 1h average [W/m²],MAYFIELD SD1 1h average [°],BERESFIELD WDR 1h average [°],BERESFIELD TEMP 1h average [°C],BERESFIELD WSP 1h average [m/s],BERESFIELD SO2 1h average [pphm],BERESFIELD NO 1h average [pphm],BERESFIELD NO2 1h average [pphm],BERESFIELD OZONE 1h average [pphm],BERESFIELD HUMID 1h average [%],BERESFIELD SOLAR 1h average [W/m²],BERESFIELD SD1 1h average [°],TAMWORTH WDR 1h average [°],TAMWORTH TEMP 1h average [°C],TAMWORTH WSP 1h average [m/s],TAMWORTH HUMID 1h average [%],TAMWORTH SD1 1h average [°],WOLLONGONG WDR 1h average [°],WOLLONGONG TEMP 1h average [°C],WOLLONGONG WSP 1h average [m/s],WOLLONGONG SO2 1h average [pphm],WOLLONGONG NO 1h average [pphm],WOLLONGONG NO2 1h average [pphm],WOLLONGONG OZONE 1h average [pphm],WOLLONGONG HUMID 1h average [%],WOLLONGONG SOLAR 1h average [W/m²],WOLLONGONG SD1 1h average [°],WOLLONGONG RAIN 1h average [mm/m²],KEMBLA GRANGE WDR 1h average [°],KEMBLA GRANGE TEMP 1h average [°C],KEMBLA GRANGE WSP 1h average [m/s],KEMBLA GRANGE SO2 1h average [pphm],KEMBLA GRANGE NO 1h average [pphm],KEMBLA GRANGE NO2 1h average [pphm],KEMBLA GRANGE OZONE 1h average [pphm],KEMBLA GRANGE HUMID 1h average [%],KEMBLA GRANGE SOLAR 1h average [W/m²],KEMBLA GRANGE SD1 1h average [°],RICHMOND WDR 1h average [°],RICHMOND TEMP 1h average [°C],RICHMOND WSP 1h average [m/s],RICHMOND SO2 1h average [pphm],RICHMOND NO 1h average [pphm],RICHMOND NO2 1h average [pphm],RICHMOND OZONE 1h average [pphm],RICHMOND HUMID 1h average [%],RICHMOND SOLAR 1h average [W/m²],RICHMOND SD1 1h average [°],RICHMOND RAIN 1h average [mm/m²],BARGO WDR 1h average [°],BARGO TEMP 1h average [°C],BARGO WSP 1h average [m/s],BARGO SO2 1h average [pphm],BARGO NO 1h average [pphm],BARGO NO2 1h average [pphm],BARGO OZONE 1h average [pphm],BARGO HUMID 1h average [%],BARGO SD1 1h average [°],ALBURY WDR 1h average [°],ALBURY TEMP 1h average [°C],ALBURY WSP 1h average [m/s],ALBURY HUMID 1h average [%],ALBURY SD1 1h average [°],WAGGA WAGGA WDR 1h average [°],WAGGA WAGGA TEMP 1h average [°C],WAGGA WAGGA WSP 1h average [m/s],WAGGA WAGGA HUMID 1h average [%],WAGGA WAGGA SD1 1h average [°],ST MARYS WDR 1h average [°],ST MARYS TEMP 1h average [°C],ST MARYS WSP 1h average [m/s],ST MARYS SO2 1h average [pphm],ST MARYS NO 1h average [pphm],ST MARYS NO2 1h average [pphm],ST MARYS OZONE 1h average [pphm],ST MARYS HUMID 1h average [%],ST MARYS SOLAR 1h average [W/m²],ST MARYS SD1 1h average [°],VINEYARD WDR 1h average [°],VINEYARD TEMP 1h average [°C],VINEYARD WSP 1h average [m/s],VINEYARD SO2 1h average [pphm],VINEYARD NO 1h average [pphm],VINEYARD NO2 1h average [pphm],VINEYARD OZONE 1h average [pphm],VINEYARD HUMID 1h average [%],VINEYARD SOLAR 1h average [W/m²],VINEYARD SD1 1h average [°],BATHURST WDR 1h average [°],BATHURST TEMP 1h average [°C],BATHURST WSP 1h average [m/s],BATHURST OZONE 1h average [pphm],BATHURST HUMID 1h average [%],BATHURST SD1 1h average [°],PARRAMATTA NORTH WDR 1h average [°],PARRAMATTA NORTH TEMP 1h average [°C],PARRAMATTA NORTH WSP 1h average [m/s],PARRAMATTA NORTH SO2 1h average [pphm],PARRAMATTA NORTH NO 1h average [pphm],PARRAMATTA NORTH NO2 1h average [pphm],PARRAMATTA NORTH OZONE 1h average [pphm],PARRAMATTA NORTH HUMID 1h average [%],PARRAMATTA NORTH SOLAR 1h average [W/m²],PARRAMATTA NORTH SD1 1h average [°],MACARTHUR WDR 1h average [°],MACARTHUR TEMP 1h average [°C],MACARTHUR WSP 1h average [m/s],MACARTHUR SO2 1h average [pphm],MACARTHUR NO 1h average [pphm],MACARTHUR NO2 1h average [pphm],MACARTHUR OZONE 1h average [pphm],MACARTHUR HUMID 1h average [%],MACARTHUR SD1 1h average [°],OAKDALE WDR 1h average [°],OAKDALE TEMP 1h average [°C],OAKDALE WSP 1h average [m/s],OAKDALE SO2 1h average [pphm],OAKDALE NO 1h average [pphm],OAKDALE NO2 1h average [pphm],OAKDALE OZONE 1h average [pphm],OAKDALE HUMID 1h average [%],OAKDALE SOLAR 1h average [W/m²],OAKDALE SD1 1h average [°],OAKDALE RAIN 1h average [mm/m²],ALBION PARK STH WDR 1h average [°],ALBION PARK STH TEMP 1h average [°C],ALBION PARK STH WSP 1h average [m/s],ALBION PARK STH SO2 1h average [pphm],ALBION PARK STH NO 1h average [pphm],ALBION PARK STH NO2 1h average [pphm],ALBION PARK STH OZONE 1h average [pphm]
12/01/2018,08:00,11.5,23.3,1.9,0.1,0.3,0.7,1.6,90.2,23.07,7.7,23.2,2,0.5,0.5,1,0.9,91.1,113.6,21.79,,39,23.1,0.4,0.4,0.2,0.8,1,81.7,,64.31,35.7,22.6,0.7,0.2,1.1,1.4,0.8,80.2,,51.11,37.5,22.7,0.4,0.1,1.3,1.4,0.6,81.8,225,71.89,25.3,22.4,1.8,1,1.8,1.7,0.5,86.2,98.1,19.74,7.4,23,1.1,1,1.4,0.5,85.7,34.8,316.6,21.6,1.6,0.4,0.5,0.5,0.4,91.7,20.14,0,41.3,23.4,1.1,0.5,0.2,0.4,1.3,86.5,227.6,41.84,24.3,23.8,2.6,0.5,1.4,1.1,83.6,22.25,,31.6,23.9,2.6,0,0.1,0.1,81.1,24.24,28.2,23.8,2.1,0.3,0.7,0.7,1,82.5,,20.97,37.9,23.3,2,-0,0.2,0.2,,80.9,277.7,24.81,25.4,23.1,1.5,0,0.2,0.3,1.2,85.6,,27.64,344.5,24.7,0.4,67.4,73.04,39.3,23.3,0.9,0.1,0.3,0.7,1.2,80.6,,26.47,0,50,23.4,1,,0.5,1.1,0.9,79.3,166.7,30.83,33,21.6,1.3,0.6,0.6,0.9,0.7,88,,27.43,0,340.6,21.1,0.8,0.1,0.1,0.7,1.4,84.4,47.11,87.8,22.6,1.7,81.9,27.37,,,,,,335.5,22.3,1.5,,0.5,0.7,1.2,82.1,,26.05,,,,,,,,,,,27.9,21.3,0.6,,82.3,48.87,311.6,23.1,0.4,0.8,1.1,1.3,0.6,82.1,,70.49,,,,,,,,,,25.5,19.6,0.8,,,,1.6,92,157.8,40.25,0,34.3,22.9,1.4,0.1,0.4,0.8,0.8
12/01/2018,09:00,15.5,23.8,2.1,0.1,0.2,0.4,1.9,87.7,20.73,352.6,23.5,1.7,0.1,0.1,0.6,1.5,89.5,102,25.38,,347,23.3,0.3,0.2,0.1,0.5,1.3,81.1,,64.21,16.7,23.7,0.3,0.2,0.8,1.2,1.1,74.9,,77.15,14.1,24,0.4,0.2,0.9,1.2,1,75.8,294,78.95,29.3,22.9,2,0.7,2.1,1.7,0.5,83.7,135.2,15.71,7.9,23.4,1.4,0.3,0.8,1.1,83.8,26.73,304.8,22.7,1.1,1.1,1,0.8,0.5,88.1,32.88,0,1.2,24.5,1.1,1,0.4,0.6,1.2,81.1,339.7,43.78,6.4,25.1,2.3,0.4,0.5,0.5,77.6,25.6,,5.9,25.1,3.1,0,0,-0.1,74.6,13.31,12.8,25.2,2.1,0.1,0.4,0.5,1.6,76.1,,30.77,1.6,24.9,1.4,0,0.1,0,,74.2,464.3,40.84,16.8,24.4,1.5,0,0.1,0.2,1.5,80.4,,28.56,318.3,26.7,1,59,59.2,51.2,23.5,1.6,0.1,0.2,0.3,1.5,82.8,,22.71,0,53.6,24.2,2.4,,0.4,0.8,1.3,76.9,264.3,14.91,37.1,22.6,1.2,0.5,0.4,0.6,1,83.1,,33.81,0,351.9,22,1.2,0.1,0.1,0.5,2,80.7,33.33,134.5,24.9,1.8,72.9,21.1,,,,,,326,23.4,0.8,,0.5,0.6,1.2,77.8,,53.57,,,,,,,,,,,67.2,23.8,0.6,,69.1,63.4,288.2,23.4,0.4,0.7,0.8,1.4,0.6,80.2,,46.82,,,,,,,,,,56.8,20.6,1.3,,,,1.9,87.8,255.9,30.01,0,36.8,24.1,1.7,0.3,0.4,0.8,1.4
12/01/2018,10:00,53.2,24.4,1.9,0.1,0.2,0.4,2.1,86.3,28.48,1.6,24.2,1.9,0.1,0.2,0.5,1.6,87.2,184.2,22.29,,37.7,24.5,0.7,0.1,0.1,0.3,1.6,76.5,,54.4,72.7,24.4,1,0.3,1,1.6,1,72.7,,58.63,36.5,24.8,0.8,0.2,0.6,1.1,1.6,72,344.3,58.47,29.7,23.9,2.4,0.6,1.8,1.4,0.9,79.7,267.2,18.44,6.9,23.9,1.4,0.3,0.8,1.2,82.5,31,335.7,24.1,1.4,1.7,1.6,1,0.6,83.4,42.58,0,11.7,25.9,1.2,0.5,0.1,0.3,1.9,75.2,467.8,46.49,350.2,25.9,2.1,0.2,0.2,0.3,73.9,22.2,,4.8,25.9,2.4,,,,71.1,13.24,9.5,26,1.6,0.2,0.3,0.6,1.9,72.3,,36.51,2.1,25.9,1.4,0.3,0.1,0,,69.7,425.9,39.09,359.7,25.8,1,,,,,74.5,,49.38,308.5,28.5,1.8,54.3,32.63,54.5,24.3,2,0.2,0.3,0.3,1.7,80.2,,21.17,0,41.5,25.1,2.4,,0.2,0.6,1.8,74.7,347.4,21.91,49.5,24.1,1.4,0.5,0.4,0.5,1.5,76.9,,34.58,0,56.3,23.2,0.9,0.1,0.1,0.4,2.4,76.3,41.8,145.9,25.7,2.1,68.8,18.02,,,,,,23.7,24.6,0.9,,0.5,0.6,1.5,73.3,,59.28,,,,,,,,,,,340.5,26.9,1.2,,57.3,40.93,12,24.3,0.6,0.6,0.8,1.2,0.9,77.5,,60.59,,,,,,,,,,67.3,21.6,1.7,,,,2.3,84.3,396.6,27.35,0,34.7,24.6,2.5,0.6,0.5,0.8,1.5
12/01/2018,11:00,64.1,24.3,2.3,0.1,0.1,0.2,2.5,88.3,18.24,51.1,24.9,1.1,0.1,0.5,1.2,1.3,83.4,209.5,46.68,,36.4,25.4,0.7,0.2,0.2,0.5,1.8,72.7,,54.01,78.6,25.4,1.7,0.6,1.3,1.7,1.2,69.9,,43.99,88.2,26,1.4,0.2,0.7,1.2,1.9,68.5,589.8,53.88,28.7,24.6,1.8,0.4,0.9,1.2,1.3,77.7,313.2,27.27,18.3,24.8,1.3,0.2,0.6,1.7,79,30.26,87.4,25,1.4,1.3,0.9,0.9,1.1,79.8,51.21,0,83.4,27.6,1.1,0.5,0.1,0.2,2.8,68,737.3,64.2,102.3,26.9,2.3,0.4,0.6,0.6,72,59.07,,98.8,26.2,2.9,0.1,,,72.3,45.92,100.5,26.8,2.5,0.1,0.2,0.2,2.5,71.4,,55.68,73.6,27.7,2,0.2,0.1,0.1,,63.6,835.2,52.82,84.4,28,1,0,0.1,0.2,2.8,65.1,,70.39,302.8,30.5,2.4,46.4,37.75,61.5,25,2.5,0.3,0.5,0.5,1.7,78.7,,19.81,0,55.2,26,3.9,,0.3,0.6,2.1,73,655.2,17.86,80.9,25.5,1.1,0.5,0.2,0.6,2.1,71.4,,50.44,0,73.7,24.7,1.4,0.1,0.1,0.4,2.8,71.5,47.73,93.9,28.2,2.2,58.4,33.97,,,,,,79.4,25.9,0.7,,0.4,0.6,2,68.7,,69.81,,,,,,,,,,,327.2,30.3,4.1,,39.4,22.63,78.1,24.9,0.9,0.9,0.6,1,1.2,76.6,,60.72,,,,,,,,,,63.1,23.1,2,,,,,79.2,781.6,29.58,0,42,26.1,3,0.6,0.5,0.7,1.9
12/01/2018,12:00,58.9,25.2,2.8,0.1,0.1,0,3,84.5,19.19,79.1,26.7,2.4,0.1,1,1.3,1.8,74.8,935.1,34.21,,65.6,27.7,1,0.6,0.4,0.8,1.8,63.6,,38.3,69.7,27.1,2.1,0.8,1,1.4,1.9,65.9,,42.53,87.2,28.3,2.1,0.5,0.8,1.4,2.5,61.2,989.8,38.99,41.2,26.9,1.7,0.1,0.3,0.6,2.7,69.7,940.5,41.22,57.9,26.3,1.5,0.3,0.8,2.3,73.3,34.2,106.4,25.9,2.6,0.7,0.4,0.6,2,77.8,24.93,0,105.4,28.9,2.6,0.4,0.1,0.4,3.1,65.6,824.3,29.87,95,26.1,3.2,0.2,0.7,0.5,78.8,20.07,,96.5,25,3.6,0.1,,,79.8,15.15,98.4,25.7,3.6,0.1,0.1,0.1,2.4,79,,18.37,109.8,27,4.5,0.2,0.9,0.9,,69.1,757.3,15.33,71.7,30.1,1.6,0,0,0.1,3.7,57.6,,43.03,282.4,31.9,3.2,42.4,30.18,61.2,25.3,2.8,0.1,0.4,0.3,2.2,79.7,,20.25,0,52.8,26.9,5.7,,0.4,0.7,2.4,72,832.6,13.42,74.8,27.5,1.5,0.6,0.2,0.5,2.9,65.8,,47.71,0,29.6,26.1,0.9,0.1,0,0.5,4,66.3,51.97,104.7,29,1.5,56.2,69.36,,,,,,60.9,27.5,1,,0.5,0.7,2.3,63.8,,58.68,,,,,,,,,,,320.5,31.7,4.7,,34.3,19.74,109,26.6,1.7,0.6,0.6,0.9,1.9,71.5,,43.5,,,,,,,,,,67.7,24.7,2.3,,,,,72.5,876.3,31.06,0,40.4,26.5,4.1,0.7,1.1,1.3,1.8
12/01/2018,13:00,61.6,25.4,3.5,0.1,0,0,3.2,84.1,16.95,67.7,27.7,3,0.1,0.5,0.9,2.6,69.9,1033.4,31.25,,67.3,29.2,1.2,0.5,0.2,0.7,2.8,58.7,,35.11,81.7,29.1,2.6,0.5,0.3,0.9,3.5,60.3,,34.27,96.8,29.9,2.2,0.8,0.7,1.5,2.8,56.6,953.4,40.51,65,29.1,1.4,0.3,0.2,0.7,3.7,62.4,1058.4,49.54,76.7,27.1,2.1,0.2,0.6,3.3,70,28.65,91.6,26.7,3.4,0.5,0.1,0.4,3.2,75.2,23.69,0,117.4,29,4,0.1,0.2,0.4,2.7,67.1,1088.4,17.6,83.7,26.4,4.1,-0,0.4,0.2,78.5,19.52,,87.1,25.4,4.8,0,,,78.3,14.8,79.3,26.5,4,0,0.2,0.2,2.4,76.5,,20.64,97.5,27.7,5.2,0.4,0.5,0.4,,67,844.8,11.29,129.9,31.9,2.2,,,,,56.9,,39.22,299.3,33.1,2.3,39.5,40.48,54.7,24.9,3.2,0.1,0,-0.1,3,82.2,,20.94,0,51.5,26.8,7.5,,0.2,0.5,3.3,73.4,934,9.99,57.8,29.3,1.1,0.8,0.1,0.6,3.7,60.1,,62.02,0,43.6,27.7,1.1,0.1,0,0.5,4.6,61.1,46.95,33.2,33,2.2,41.4,41.23,,,,,,87.1,29.1,1.3,,0.5,0.9,2.7,59.6,,56.41,,,,,,,,,,,322.5,33.1,4.6,,30.6,21.26,90.9,28.9,1.1,2,1.2,1.5,1.7,62.9,,59.6,,,,,,,,,,65.4,26,2.3,,,,,67.9,926.1,29.96,0,40.9,26.6,4.9,0.5,0.6,1.1,2.7
12/01/2018,14:00,48.4,25.9,3.3,0.1,0.1,-0,2.8,82.6,20.53,52.5,28.1,4.1,0.2,0.2,0.6,3.2,68.2,1001.4,22.52,,71.7,29.4,1.6,0.3,0,0.4,3.6,58.8,,29.01,74.1,30.9,2.8,0.6,0.3,1.2,4.2,55.2,,36.89,50.1,31.1,2.2,0.8,0.3,1.3,3.8,53.3,784.1,44.3,54.3,29.5,2.1,0.3,0.1,0.6,4.3,61.7,998.6,39.99,74.7,27.3,2.3,0.2,0.5,3.1,69.9,27.65,90.6,27.3,3.9,0.1,-0.1,0.1,3,74.5,20.8,0,108.2,29.6,4.3,0.1,0.3,0.5,2.7,66,1005.6,17.08,83.6,26.7,4.3,0.1,0.2,0.2,77.2,19.69,,84,25.9,5.3,0,,,76,15.38,72.5,26.7,4.8,0.1,0.1,0.1,2.6,75.9,,18.82,101,28.6,6,0.3,0.5,0.4,,65.7,995,9.44,125.6,32.7,2.3,,,,,57,,34.13,277.6,34.3,2.6,34.3,42.43,47.6,25.5,3.1,0,0,-0.1,2.9,79.8,,25.15,0,49,26.8,8.1,,0.1,0.3,3.5,74.1,979.9,10.99,54.8,31.1,0.9,,,,5.2,54.1,,75.19,0,15.9,29.7,1.5,0.2,0,0.6,5.5,54.6,37.67,47.2,32.7,1.9,36.8,41.57,,,,,,33.7,31.2,1,,0.5,1,3.2,53.2,,63.23,,,,,,,,,,,326.4,32.9,4,,30,17.13,86.6,31.2,1.5,1.6,0.9,1.7,3.1,56.2,,59.41,,,,,,,,,,62.9,27.8,2.6,,,,,61.8,967.9,28.05,0,40.6,26.4,5.3,0.4,0.2,0.6,3.2
12/01/2018,15:00,40.7,26,3.8,0,0.1,0,2.6,83,20.59,51.1,27.8,4.4,0.2,0.2,0.6,2.7,71.2,792.2,23.33,,68.9,29.7,1.7,0.2,0.1,0.3,3.2,58.9,,28.58,88.1,31.2,4.9,0.5,0.1,1.1,5,56.3,,22.63,46.2,32.3,2.1,1.1,0.3,1.4,4.2,49.5,730.2,41.52,58.4,29.4,2.3,0.3,0.1,0.6,3.8,63.1,832.7,34.86,65.6,27.5,2.3,0.2,0.6,2.7,70.9,29.36,77,28.4,3.9,0.2,-0,0.2,2.8,70.9,19.52,0,113.2,30.3,4.6,0.1,0.2,0.5,2.9,64.6,859.7,15.19,78.2,27.1,4.1,-0,0.4,0.4,75.2,20.25,,82.5,25.8,5.5,0.1,0.1,-0.1,75.6,14.93,71,27.3,4.1,0.1,0.3,0.3,2.8,72.9,,21.1,102,29.4,5.8,0.2,0.3,0.4,,63.1,869.5,12.01,88,34,2.7,0.3,0.1,0.2,3.5,52.3,,32.71,273.9,35.4,2.3,31.4,43.45,47.9,24.7,3.4,0,0,-0.1,2.5,84.5,,22.15,0,45.2,26,8.4,,0.1,0.2,2.9,77.6,540.6,8.24,105,33,0.7,,,,,48.4,,76.72,0,41.7,31,1.4,0.4,0,0.8,5.8,51.1,39.6,77.7,31.3,1,47.1,73.55,,,,,,358.8,32.6,1.3,,0.2,0.9,4.6,48.5,,56.06,,,,,,,,,,,326,33.8,4.6,,28.9,17.22,77.6,32.5,1.6,0.9,0.2,1.2,5,52.6,,48.47,,,,,,,,,,54.2,28.8,2.8,,,,,58.3,855.6,29.69,0,47,25.9,4.7,0.6,0.2,0.5,2.3
12/01/2018,16:00,41,25.6,4.2,0.1,0.1,0,2.6,86.9,20.07,47.2,27.7,4.8,0.1,0.2,0.5,2.5,71.9,666.9,21.66,,64.7,29.3,1.6,0.2,0,0.3,3.1,60.5,,30.36,91,30.8,5.5,0.3,0.1,0.9,4.2,58.8,,17.93,99.4,32.5,4.6,0.7,0.1,1.1,6.1,53.2,625.4,20.46,61.6,29.3,2.1,0.2,0.1,0.5,3.6,64.1,669.3,37.23,59.7,27.2,2.3,0.2,0.5,2.5,72.4,29.08,64.1,28.5,3.9,0.1,-0.1,0.1,3.1,68.4,19.85,0,115.8,30.8,4.7,0.2,0.2,0.5,2.9,62.5,676.1,14.78,82,27.4,4,-0,0.1,0.1,73.3,19.95,,85.6,25.9,5.5,0.1,0.1,-0.1,75,14.95,73.9,27.8,4.2,0,0.2,0.2,2.5,70.6,,21.01,88.9,30.4,5.7,0.2,0.4,0.5,,59.1,700,13.26,80.2,34.2,3.5,0,0.1,0.2,3.5,54,,17.45,286.7,35.7,2.1,32,44.94,43.3,25.5,3.5,0,0.1,-0.1,2.3,81.7,,22.76,0,45.7,26,7.7,,0,0.2,2.8,79,641.3,8.75,70,34.1,1.8,0.6,-0,0.4,8.9,46.1,,39.14,0,23.8,31.2,1.5,0.3,-0,0.6,7.5,51,33.09,140.8,28.4,1,63.5,61.21,,,,,,46.8,34.9,1,,0.1,0.8,6.5,42.2,,60.53,,,,,,,,,,,331.3,34.3,4.6,,28.4,22.09,86.5,31.4,3.2,0.4,0.1,0.8,5.4,58.5,,23.14,,,,,,,,,,56.5,29.4,2.9,,,,,55.4,659,23.89,0,48.3,25.7,4.1,0.9,0.3,0.5,2
12/01/2018,17:00,39.1,25,4,0,0.1,0,2.5,90.5,19.09,45.7,26.9,5.2,0,0.2,0.4,2.4,74.9,302,18.14,,56.3,29,1.5,0.2,0,0.3,3,60.5,,34.19,91.6,30.7,5.9,0.2,0.1,0.8,4.2,59.3,,13.96,101.1,31.7,5.1,0.4,0.1,0.8,5.8,56.7,319.2,16.78,46.6,29.1,2.7,0.2,0.1,0.6,3.4,64.4,493.9,33.39,42.4,27.3,2.7,0.2,0.5,2.3,71.3,27.92,59.8,28.4,3.1,0.1,-0,0.2,3.1,69.8,20.75,0,104.4,30.8,3.9,0.2,0.1,0.5,2.8,61.4,396.3,20.39,70.4,27.1,3.8,0,0.3,0.3,74.7,21.95,,80,25.4,4.7,0.1,0.1,-0.1,77.1,16.91,63.1,27,4.2,0,0.2,0.2,2.5,73.2,,19.2,86.4,30.4,6,0.2,0.1,0.2,,58.6,461.6,10.99,93.9,33.5,3.8,0,0.1,0.1,3.2,56.3,,17.06,279.8,36.2,1.8,29.9,53.9,47.1,25.2,3.7,0,0,-0.1,2.4,83.5,,20.85,0,43.5,26.5,6.9,,0,0.2,2.8,77.2,516,11.19,78.7,34.1,3.5,0.6,-0,0.5,9.7,48.8,,18.87,0,45.9,30.9,1.7,0.3,-0,0.5,8.3,52.7,28.81,142,29.9,1.9,55.4,27.49,,,,,,35.9,35.3,0.9,,0.1,1,8.1,43.1,,63.98,,,,,,,,,,,332.9,34.1,4.5,,28.9,16.08,87.7,31,2.8,0.2,0.1,0.6,4.4,60.6,,22.49,,,,,,,,,,58.4,29.9,3.3,,-0.1,0.6,7.5,54.8,485.6,24.33,0,47.1,26.1,4.1,0.5,0.2,0.4,2.3
